Date,DomainCountryCode,AverageDocTone,NumberOfArticles,Country,Lat,Lon,NATO,REGION,CONTINENT
2022-08-16,FJ,-7.926049032,34,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-17,FJ,-2.183023873,10,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-18,FJ,-3.35753411,25,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-19,FJ,-4.310344828,10,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-20,FJ,-2.047763086,47,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-21,FJ,-3.938420772,87,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-22,FJ,-5.171811008,30,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-23,FJ,-6.193853428,20,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-24,FJ,-4.427303882,69,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-25,FJ,-4.256756757,42,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-26,FJ,-2.428171879,38,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-27,FJ,-4.273504274,12,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-28,FJ,-0.14290708,43,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-29,FJ,-6.339243086,17,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-30,FJ,-0.571428571,10,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-08-31,FJ,-4.412719708,111,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-02,FJ,0,4,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-03,FJ,-5.06470881,7,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-04,FJ,-3.413151229,112,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-05,FJ,-2.997975589,87,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-06,FJ,-1.149047999,55,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-07,FJ,-2.741420429,21,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-08,FJ,-1.71875,2,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-10,FJ,-1.121076233,5,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-11,FJ,-2.250803859,66,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-12,FJ,-2.409641826,74,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-13,FJ,-4.226621272,27,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-14,FJ,-4.747648478,43,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-16,FJ,-4.633725193,22,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-17,FJ,-2.978258632,30,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-18,FJ,-2.622066771,92,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-19,FJ,-4.360047726,53,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-20,FJ,-3.026029757,33,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-22,FJ,-4.279138455,49,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-23,FJ,-4.081481143,76,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-24,FJ,-4.994755668,103,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-25,FJ,-4.246393286,143,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-26,FJ,-1.959118466,39,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-27,FJ,-3.227374857,41,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-28,FJ,-4.827340394,50,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-29,FJ,-1.429998968,30,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-09-30,FJ,-4.525124405,26,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-01,FJ,-3.474653515,40,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-02,FJ,-3.747996516,65,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-03,FJ,3.913043478,15,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-04,FJ,-3.278188124,10,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-05,FJ,-2.785222872,45,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-06,FJ,-3.947368421,9,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-07,FJ,-4.895104895,15,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-08,FJ,-2.13094329,95,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-09,FJ,-2.772177689,90,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-10,FJ,-3.55427216,10,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-11,FJ,-6.796116505,65,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-12,FJ,-5.022619257,20,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-13,FJ,-1.538569622,13,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-14,FJ,-2.683412637,34,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-15,FJ,-8.805031447,12,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-16,FJ,-3.373112035,124,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-17,FJ,-3.598971722,3,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-18,FJ,-9.884593565,39,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-20,FJ,-1.364480547,14,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-21,FJ,-3.934793773,128,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-22,FJ,-2.198508563,12,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-23,FJ,-5.632809496,160,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-24,FJ,-3.116814101,65,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-26,FJ,-7.398155076,18,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-27,FJ,-5.551460934,30,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-28,FJ,-6.5324808,48,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-29,FJ,-1.200893264,9,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-30,FJ,-1.12004052,27,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-10-31,FJ,1.360345308,24,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-01,FJ,-1.027345119,20,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-02,FJ,0.458715596,1,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-03,FJ,-4.268292683,1,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-04,FJ,-1.473815214,31,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-05,FJ,-2.722851616,66,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-06,FJ,-2.018034288,71,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-07,FJ,-4.504442668,33,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-08,FJ,-5.580913703,99,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-10,FJ,-3.544206809,47,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-12,FJ,-1.913282594,18,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-13,FJ,2.752293578,9,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-14,FJ,1.956998162,45,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-15,FJ,-2.983471123,26,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-16,FJ,-4.679403667,31,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-11-17,FJ,-0.196461116,41,Fiji,-16.578193,179.414413,0,Melanesia,Oceania
2022-01-01,FR,0.731981982,9,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-02,FR,-2.407179946,80,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-03,FR,-2.872697155,175,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-04,FR,-3.391463234,165,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-05,FR,-2.989496853,220,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-06,FR,-4.600921416,74,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-07,FR,-1.724027358,249,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-08,FR,-1.63596375,33,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-09,FR,-3.08869465,396,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-10,FR,-3.205033574,198,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-11,FR,-1.519491051,242,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-12,FR,-1.87505073,398,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-13,FR,-2.512525032,320,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-14,FR,-2.758477529,657,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-15,FR,-4.69433192,197,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-16,FR,-4.576545616,110,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-17,FR,-2.299100587,179,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-18,FR,-5.039727047,262,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-19,FR,-1.589900761,498,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-20,FR,-3.184742975,698,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-21,FR,-2.497930045,434,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-22,FR,-2.495757424,208,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-23,FR,-5.298552044,203,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-24,FR,-3.994756218,436,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-25,FR,-3.021112144,607,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-26,FR,-2.842726323,567,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-27,FR,-2.397318036,924,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-28,FR,-2.338664115,805,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-29,FR,-3.16956056,311,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-30,FR,-2.336541221,290,France,46.227638,2.213749,1,Western Europe,Europe
2022-01-31,FR,-3.011129914,332,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-01,FR,-3.832680558,648,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-02,FR,-3.868223396,675,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-03,FR,-2.4071708,875,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-04,FR,-2.64396022,1346,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-05,FR,-3.393957747,160,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-06,FR,-2.222892075,111,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-07,FR,-2.407855541,1292,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-08,FR,-2.649483103,1821,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-09,FR,-3.065730134,963,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-10,FR,-3.001560151,812,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-11,FR,-2.592383973,1168,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-12,FR,-3.1140267,801,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-13,FR,-3.525630198,614,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-14,FR,-2.710768262,664,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-15,FR,-3.197025077,1527,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-16,FR,-2.393723107,850,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-17,FR,-3.468089993,978,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-18,FR,-3.885329959,1034,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-19,FR,-3.569436957,1129,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-20,FR,-3.461669778,728,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-21,FR,-3.700099397,1421,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-22,FR,-3.311614983,1755,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-23,FR,-3.361578867,950,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-24,FR,-3.801430055,2544,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-25,FR,-3.464918056,3080,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-26,FR,-3.572073061,2180,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-27,FR,-3.505355893,2066,France,46.227638,2.213749,1,Western Europe,Europe
2022-02-28,FR,-3.317908525,2979,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-01,FR,-3.055105348,3546,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-02,FR,-3.740876203,3202,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-03,FR,-3.550392857,3650,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-04,FR,-3.982628964,2470,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-05,FR,-4.114089443,1788,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-06,FR,-3.8452876,1781,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-07,FR,-3.530534861,2380,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-08,FR,-3.913750882,3481,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-09,FR,-3.928805512,2067,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-10,FR,-3.291341976,3078,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-11,FR,-2.880618269,2171,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-12,FR,-3.888538697,2017,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-13,FR,-4.551348116,1694,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-14,FR,-4.050076393,2158,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-15,FR,-4.026048336,2286,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-16,FR,-2.69058442,2233,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-17,FR,-4.350060638,1523,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-18,FR,-3.574189879,1490,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-19,FR,-2.42091561,1144,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-20,FR,-4.755022251,720,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-21,FR,-4.397842672,1208,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-22,FR,-3.145845888,1265,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-23,FR,-3.52362857,2048,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-24,FR,-2.694857407,2870,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-25,FR,-3.097363767,1298,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-26,FR,-2.761513956,1749,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-27,FR,-3.30507122,2459,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-28,FR,-3.565376382,1436,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-29,FR,-3.394516202,1838,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-30,FR,-3.285140969,1988,France,46.227638,2.213749,1,Western Europe,Europe
2022-03-31,FR,-2.677855658,2935,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-01,FR,-3.465694801,2157,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-02,FR,-3.136834358,1983,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-03,FR,-3.818933154,769,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-04,FR,-3.995602656,1777,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-05,FR,-4.500283445,1860,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-06,FR,-4.878395952,1972,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-07,FR,-4.470202926,3394,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-08,FR,-3.428421211,2513,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-09,FR,-4.711313107,1601,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-10,FR,-3.938814924,1357,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-11,FR,-3.507060021,2277,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-12,FR,-4.432348506,2390,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-13,FR,-4.420556507,3426,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-14,FR,-4.4402911,2907,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-15,FR,-4.702498042,2156,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-16,FR,-4.785985575,2120,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-17,FR,-3.76391646,2090,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-18,FR,-3.754134925,1667,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-19,FR,-3.145219755,1958,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-20,FR,-2.850275562,1858,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-21,FR,-2.970467318,1922,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-22,FR,-2.765157566,1401,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-23,FR,-3.511154591,2002,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-24,FR,-3.529659891,1466,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-25,FR,-2.57531273,1552,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-26,FR,-2.802189675,2052,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-27,FR,-3.329075672,2662,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-28,FR,-4.309798709,1881,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-29,FR,-3.037615567,1809,France,46.227638,2.213749,1,Western Europe,Europe
2022-04-30,FR,-2.490428831,1307,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-01,FR,-3.816490125,1421,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-02,FR,-3.190380004,1536,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-03,FR,-3.286614087,1867,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-04,FR,-3.163131002,1676,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-05,FR,-3.057261996,2424,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-06,FR,-2.825215026,1543,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-07,FR,-2.889390399,1151,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-08,FR,-4.209622142,975,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-09,FR,-3.223023816,1750,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-10,FR,-2.883091545,2384,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-11,FR,-2.673906374,1703,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-12,FR,-3.228295592,1834,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-13,FR,-3.977875924,1844,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-14,FR,-3.022543717,1103,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-15,FR,-1.757806422,815,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-16,FR,-2.50573569,1563,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-17,FR,-2.319325659,1688,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-18,FR,-3.617550209,1759,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-19,FR,-3.685417622,1227,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-20,FR,-3.501718658,1675,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-21,FR,-3.935185392,1292,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-22,FR,-2.336663844,866,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-23,FR,-4.611951088,1685,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-24,FR,-3.574566101,1595,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-25,FR,-1.534424025,995,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-26,FR,-2.697202071,1320,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-27,FR,-4.594639913,1405,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-28,FR,-3.320250284,1056,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-29,FR,-3.701068761,596,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-30,FR,-2.752848991,1567,France,46.227638,2.213749,1,Western Europe,Europe
2022-05-31,FR,-4.705301117,934,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-01,FR,-2.825969987,1402,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-02,FR,-3.610211339,1590,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-03,FR,-3.203756076,1673,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-04,FR,-4.325350284,865,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-05,FR,-1.553996562,370,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-06,FR,-2.628766216,679,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-07,FR,-3.34954857,776,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-08,FR,-2.944564858,1016,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-09,FR,-4.911270782,868,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-10,FR,-3.104854675,1235,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-11,FR,-3.683320998,632,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-12,FR,-2.568173842,421,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-13,FR,-2.667523648,1074,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-14,FR,-2.621988884,1143,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-15,FR,-2.502284225,1656,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-16,FR,-3.028533609,1660,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-17,FR,-2.298389615,1923,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-18,FR,-2.168414822,874,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-19,FR,-2.166596281,561,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-20,FR,-3.392036222,808,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-21,FR,-3.685772295,783,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-22,FR,-2.729645412,1272,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-23,FR,-3.527811145,1478,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-24,FR,-2.087502808,997,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-25,FR,-3.569133173,614,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-26,FR,-2.999545476,1835,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-27,FR,-3.231428414,1127,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-28,FR,-4.536850972,1323,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-29,FR,-2.002379149,902,France,46.227638,2.213749,1,Western Europe,Europe
2022-06-30,FR,-2.661779675,1486,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-01,FR,-3.074583061,1328,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-02,FR,-3.381103264,268,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-03,FR,-1.637540622,421,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-04,FR,-2.887638456,502,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-05,FR,-1.916996558,1256,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-06,FR,-3.103325743,675,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-07,FR,-3.982399994,1579,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-08,FR,-4.451507109,1234,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-09,FR,-3.71454664,500,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-10,FR,-3.304620822,483,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-11,FR,-3.959164153,898,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-12,FR,-4.23809431,1321,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-13,FR,-3.188135501,1111,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-14,FR,-3.272164036,1769,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-15,FR,-3.970957586,884,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-16,FR,-4.630571609,391,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-17,FR,-5.731893201,388,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-18,FR,-3.748555527,1245,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-19,FR,-4.039761295,1215,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-20,FR,-3.037398387,1280,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-21,FR,-3.672872168,1160,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-22,FR,-3.469254801,1070,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-23,FR,-2.932043491,790,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-24,FR,-5.102979134,585,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-25,FR,-2.908504215,1189,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-26,FR,-4.31907789,822,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-27,FR,-3.548197105,923,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-28,FR,-3.682555803,716,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-29,FR,-3.342568562,835,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-30,FR,-5.287289785,671,France,46.227638,2.213749,1,Western Europe,Europe
2022-07-31,FR,-4.37335925,437,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-01,FR,-2.760346432,664,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-02,FR,-3.571293291,666,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-03,FR,-2.704208492,929,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-04,FR,-3.444398632,904,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-05,FR,-3.233947943,1211,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-06,FR,-4.77898974,365,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-07,FR,-3.844626836,437,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-08,FR,-4.127903258,622,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-09,FR,-3.515125078,1362,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-10,FR,-3.228704191,618,France,46.227638,2.213749,1,Western Europe,Europe
2022-08-11,FR,-4.169757568,934,France,46.227638,2.213749,1,Western Europe,Europe
