Date,Series,Value
6/17/22,CNN,3.9824
6/18/22,CNN,3.4445
6/19/22,CNN,3.0126
6/20/22,CNN,2.3708
6/21/22,CNN,1.1017
6/22/22,CNN,1.6411
6/23/22,CNN,1.7593
6/24/22,CNN,0.4672
6/25/22,CNN,1.5926
6/26/22,CNN,3.8093
6/27/22,CNN,4.8048
6/28/22,CNN,2.4634
6/29/22,CNN,2.416
6/30/22,CNN,4.1478
7/1/22,CNN,1.443
7/2/22,CNN,1.7552
7/3/22,CNN,1.2984
7/4/22,CNN,1.626
7/5/22,CNN,1.4881
7/6/22,CNN,1.2142
7/7/22,CNN,2.8802
7/8/22,CNN,1.5145
7/9/22,CNN,1.4305
7/10/22,CNN,1.8384
7/11/22,CNN,1.6085
7/12/22,CNN,0.7338
7/13/22,CNN,0.9138
7/14/22,CNN,1.1675
7/15/22,CNN,0.9557
7/16/22,CNN,1.6364
7/17/22,CNN,1.4617
7/18/22,CNN,2.0009
7/19/22,CNN,1.0101
7/20/22,CNN,1.2321
7/21/22,CNN,0.9582
7/22/22,CNN,1.4836
7/23/22,CNN,2.1878
7/24/22,CNN,2.3514
7/25/22,CNN,2.8413
7/26/22,CNN,1.595
7/27/22,CNN,1.3651
7/28/22,CNN,1.0391
7/29/22,CNN,0.8766
7/30/22,CNN,1.0841
7/31/22,CNN,1.4759
8/1/22,CNN,1.963
8/2/22,CNN,0.7122
8/3/22,CNN,1.263
8/4/22,CNN,0.8199
8/5/22,CNN,0.5774
8/6/22,CNN,0.7299
8/7/22,CNN,1.3336
8/8/22,CNN,1.6111
8/9/22,CNN,0.4621
8/10/22,CNN,0.7517
8/11/22,CNN,0.8014
8/12/22,CNN,0.5699
8/13/22,CNN,0.7512
8/14/22,CNN,0.7818
8/15/22,CNN,0.7436
8/16/22,CNN,0.7119
8/17/22,CNN,0.5503
8/18/22,CNN,0.9272
8/19/22,CNN,2.6118
8/20/22,CNN,2.6252
8/21/22,CNN,2.5647
8/22/22,CNN,4.8518
8/23/22,CNN,5.1865
8/24/22,CNN,5.2667
8/25/22,CNN,3.1686
8/26/22,CNN,0.9952
8/27/22,CNN,1.9256
8/28/22,CNN,1.3225
8/29/22,CNN,1.7179
8/30/22,CNN,1.7654
8/31/22,CNN,1.4041
9/1/22,CNN,1.2163
9/2/22,CNN,0.586
9/3/22,CNN,0.9179
9/4/22,CNN,1.3502
9/5/22,CNN,0.6742
9/6/22,CNN,2.066
