Date,Word,% Monitored Articles
6/24/22,zelensky,0.5491
6/25/22,zelensky,0.5752
6/26/22,zelensky,0.7756
6/27/22,zelensky,1.2122
6/28/22,zelensky,0.8393
6/29/22,zelensky,0.7943
6/30/22,zelensky,0.6926
7/1/22,zelensky,0.5623
7/2/22,zelensky,0.4979
7/3/22,zelensky,0.5618
7/4/22,zelensky,0.6723
7/5/22,zelensky,0.4156
7/6/22,zelensky,0.3221
7/7/22,zelensky,0.5334
7/8/22,zelensky,0.4948
7/9/22,zelensky,0.3569
7/10/22,zelensky,0.4662
7/11/22,zelensky,0.4136
7/12/22,zelensky,0.3056
7/13/22,zelensky,0.3113
7/14/22,zelensky,0.4224
7/15/22,zelensky,0.3311
7/16/22,zelensky,0.3132
7/17/22,zelensky,0.62
7/18/22,zelensky,0.5595
7/19/22,zelensky,0.4327
7/20/22,zelensky,0.4358
7/21/22,zelensky,0.3367
7/22/22,zelensky,0.4151
7/23/22,zelensky,0.6392
7/24/22,zelensky,0.6871
7/25/22,zelensky,0.4647
7/26/22,zelensky,0.3437
7/27/22,zelensky,0.3764
7/28/22,zelensky,0.4242
7/29/22,zelensky,0.3591
7/30/22,zelensky,0.4677
7/31/22,zelensky,0.6576
8/1/22,zelensky,0.3741
8/2/22,zelensky,0.3142
8/3/22,zelensky,0.353
8/4/22,zelensky,0.3656
8/5/22,zelensky,0.2994
8/6/22,zelensky,0.3519
8/7/22,zelensky,0.3941
8/8/22,zelensky,0.4515
8/9/22,zelensky,0.4209
8/10/22,zelensky,0.4556
8/11/22,zelensky,0.4182
8/12/22,zelensky,0.3102
8/13/22,zelensky,0.3271
8/14/22,zelensky,0.3436
8/15/22,zelensky,0.2791
8/16/22,zelensky,0.3946
8/17/22,zelensky,0.371
8/18/22,zelensky,0.6692
8/19/22,zelensky,0.6432
8/20/22,zelensky,0.5012
8/21/22,zelensky,0.6784
8/22/22,zelensky,0.5171
8/23/22,zelensky,0.5928
8/24/22,zelensky,0.8954
8/25/22,zelensky,0.6684
8/26/22,zelensky,0.4481
8/27/22,zelensky,0.3896
8/28/22,zelensky,0.2974
8/29/22,zelensky,0.3254
8/30/22,zelensky,0.349
8/31/22,zelensky,0.3217
9/1/22,zelensky,0.2377
9/2/22,zelensky,0.2895
9/3/22,zelensky,0.3014
9/4/22,zelensky,0.4329
9/5/22,zelensky,0.3995
9/6/22,zelensky,0.5789
9/7/22,zelensky,0.4403
9/8/22,zelensky,0.3725
9/9/22,zelensky,0.4
9/10/22,zelensky,0.6481
9/11/22,zelensky,0.8691
9/12/22,zelensky,0.6552
9/13/22,zelensky,0.506
9/14/22,zelensky,0.5207
9/15/22,zelensky,0.628
9/16/22,zelensky,0.681
9/17/22,zelensky,0.6624
9/18/22,zelensky,0.5587
9/19/22,zelensky,0.5062
9/20/22,zelensky,0.5079
9/21/22,zelensky,0.5901
9/22/22,zelensky,0.8168
9/23/22,zelensky,0.5485
9/24/22,zelensky,0.6639
9/25/22,zelensky,0.552
9/26/22,zelensky,0.4551
9/27/22,zelensky,0.3815
9/28/22,zelensky,0.4185
9/29/22,zelensky,0.3443
9/30/22,zelensky,0.8596
10/1/22,zelensky,0.8382
10/2/22,zelensky,1.1029
10/3/22,zelensky,0.4483
10/4/22,zelensky,0.6481
10/5/22,zelensky,0.5106
10/6/22,zelensky,0.5974
10/7/22,zelensky,0.639
10/8/22,zelensky,0.9499
10/9/22,zelensky,0.9824
10/10/22,zelensky,1.126
10/11/22,zelensky,0.8668
10/12/22,zelensky,0.5157
10/13/22,zelensky,0.4404
10/14/22,zelensky,0.419
10/15/22,zelensky,0.5267
10/16/22,zelensky,0.3945
10/17/22,zelensky,0.5814
10/18/22,zelensky,0.6311
10/19/22,zelensky,0.5934
10/20/22,zelensky,0.5345
10/21/22,zelensky,0.6693
10/22/22,zelensky,0.6626
10/23/22,zelensky,0.5441
10/24/22,zelensky,0.5322
10/25/22,zelensky,0.6592
10/26/22,zelensky,0.3684
10/27/22,zelensky,0.417
10/28/22,zelensky,0.3123
10/29/22,zelensky,0.5244
10/30/22,zelensky,0.5882
10/31/22,zelensky,0.3583
11/1/22,zelensky,0.3503
11/2/22,zelensky,0.3313
11/3/22,zelensky,0.3688
11/4/22,zelensky,0.3798
11/5/22,zelensky,0.3736
11/6/22,zelensky,0.5739
11/7/22,zelensky,0.4
11/8/22,zelensky,0.4213
11/9/22,zelensky,0.4715
11/10/22,zelensky,0.5859
11/11/22,zelensky,0.849
11/12/20,supply chains,0.0039
11/13/20,supply chains,0.0059
11/14/20,supply chains,0
11/15/20,supply chains,0.0048
11/16/20,supply chains,0.0109
11/17/20,supply chains,0.0041
11/18/20,supply chains,0.0049
11/19/20,supply chains,0.0052
11/20/20,supply chains,0.0066
11/21/20,supply chains,0.0036
11/22/20,supply chains,0.0024
11/23/20,supply chains,0.0049
11/24/20,supply chains,0.0049
11/25/20,supply chains,0.0036
11/26/20,supply chains,0.002
11/27/20,supply chains,0.0052
11/28/20,supply chains,0.0031
11/29/20,supply chains,0.0024
11/30/20,supply chains,0.0054
12/1/20,supply chains,0.0036
12/2/20,supply chains,0.0053
12/3/20,supply chains,0.0042
12/4/20,supply chains,0.0066
12/5/20,supply chains,0.0022
12/6/20,supply chains,0.0016
12/7/20,supply chains,0.0078
12/8/20,supply chains,0.0037
12/9/20,supply chains,0.0033
12/10/20,supply chains,0.0022
12/11/20,supply chains,0.0025
12/12/20,supply chains,0.0007
12/13/20,supply chains,0.0016
12/14/20,supply chains,0.0116
12/15/20,supply chains,0.0118
12/16/20,supply chains,0.0046
12/17/20,supply chains,0.0053
12/18/20,supply chains,0.0046
12/19/20,supply chains,0.0076
12/20/20,supply chains,0.017
12/21/20,supply chains,0.0063
12/22/20,supply chains,0.0065
12/23/20,supply chains,0.0048
12/24/20,supply chains,0.007
12/25/20,supply chains,0.0055
12/26/20,supply chains,0.0057
12/27/20,supply chains,0.0037
12/28/20,supply chains,0.0044
12/29/20,supply chains,0.0079
12/30/20,supply chains,0.0062
12/31/20,supply chains,0.0087
1/1/21,supply chains,0.0138
1/2/21,supply chains,0.0087
1/3/21,supply chains,0.0014
1/4/21,supply chains,0.0036
1/5/21,supply chains,0.0048
1/6/21,supply chains,0.0033
1/7/21,supply chains,0.002
1/8/21,supply chains,0.002
1/9/21,supply chains,0.0019
1/10/21,supply chains,0.0026
1/11/21,supply chains,0.0044
1/12/21,supply chains,0.0019
1/13/21,supply chains,0.0043
1/14/21,supply chains,0.003
1/15/21,supply chains,0.0041
1/16/21,supply chains,0.0023
1/17/21,supply chains,0.0017
1/18/21,supply chains,0.0056
1/19/21,supply chains,0.0041
1/20/21,supply chains,0.0044
1/21/21,supply chains,0.0045
1/22/21,supply chains,0.0039
1/23/21,supply chains,0.0019
1/24/21,supply chains,0.0017
1/25/21,supply chains,0.0036
1/26/21,supply chains,0.0045
1/27/21,supply chains,0.0034
1/28/21,supply chains,0.0043
1/29/21,supply chains,0.0041
1/30/21,supply chains,0.0094
1/31/21,supply chains,0.0056
2/1/21,supply chains,0.0067
2/2/21,supply chains,0.0035
2/3/21,supply chains,0.0039
2/4/21,supply chains,0.0039
2/5/21,supply chains,0.0065
2/6/21,supply chains,0.0042
2/7/21,supply chains,0.0025
2/8/21,supply chains,0.0052
2/9/21,supply chains,0.0059
2/10/21,supply chains,0.0033
2/11/21,supply chains,0.0081
2/12/21,supply chains,0.0065
2/13/21,supply chains,0.0042
2/14/21,supply chains,0.0042
2/15/21,supply chains,0.0074
2/16/21,supply chains,0.0053
2/17/21,supply chains,0.0067
2/18/21,supply chains,0.0089
2/19/21,supply chains,0.0046
2/20/21,supply chains,0.007
2/21/21,supply chains,0.0039
2/22/21,supply chains,0.0082
2/23/21,supply chains,0.0056
2/24/21,supply chains,0.015
2/25/21,supply chains,0.0068
2/26/21,supply chains,0.0117
2/27/21,supply chains,0.0042
2/28/21,supply chains,0.0048
3/1/21,supply chains,0.0044
3/2/21,supply chains,0.0059
3/3/21,supply chains,0.0033
3/4/21,supply chains,0.0035
3/5/21,supply chains,0.0086
3/6/21,supply chains,0.0058
3/7/21,supply chains,0.0021
3/8/21,supply chains,0.0045
3/9/21,supply chains,0.0072
3/10/21,supply chains,0.0045
3/11/21,supply chains,0.0028
3/12/21,supply chains,0.009
3/13/21,supply chains,0.0047
3/14/21,supply chains,0.0087
3/15/21,supply chains,0.0025
3/16/21,supply chains,0.0053
3/17/21,supply chains,0.0035
3/18/21,supply chains,0.0038
3/19/21,supply chains,0.0045
3/20/21,supply chains,0.004
3/21/21,supply chains,0.0031
3/22/21,supply chains,0.0034
3/23/21,supply chains,0.005
3/24/21,supply chains,0.0107
3/25/21,supply chains,0.0089
3/26/21,supply chains,0.0143
3/27/21,supply chains,0.0079
3/28/21,supply chains,0.011
3/29/21,supply chains,0.004
3/30/21,supply chains,0.005
3/31/21,supply chains,0.0028
4/1/21,supply chains,0.0097
4/2/21,supply chains,0.0038
4/3/21,supply chains,0.0021
4/4/21,supply chains,0.0033
4/5/21,supply chains,0.0028
4/6/21,supply chains,0.0045
4/7/21,supply chains,0.0034
4/8/21,supply chains,0.0049
4/9/21,supply chains,0.0074
4/10/21,supply chains,0.0057
4/11/21,supply chains,0.0031
4/12/21,supply chains,0.0058
4/13/21,supply chains,0.0093
4/14/21,supply chains,0.0086
4/15/21,supply chains,0.1328
4/16/21,supply chains,0.057
4/17/21,supply chains,0.0169
4/18/21,supply chains,0.0094
4/19/21,supply chains,0.0058
4/20/21,supply chains,0.0103
4/21/21,supply chains,0.0102
4/22/21,supply chains,0.0034
4/23/21,supply chains,0.0147
4/24/21,supply chains,0.0041
4/25/21,supply chains,0.0154
4/26/21,supply chains,0.0061
4/27/21,supply chains,0.0074
4/28/21,supply chains,0.0064
4/29/21,supply chains,0.0119
4/30/21,supply chains,0.0032
5/1/21,supply chains,0.0017
5/2/21,supply chains,0.026
5/3/21,supply chains,0.0116
5/4/21,supply chains,0.0063
5/5/21,supply chains,0.0113
5/6/21,supply chains,0.0336
5/7/21,supply chains,0.0134
5/8/21,supply chains,0.0048
5/9/21,supply chains,0.0116
5/10/21,supply chains,0.0094
5/11/21,supply chains,0.0075
5/12/21,supply chains,0.0069
5/13/21,supply chains,0.0093
5/14/21,supply chains,0.0079
5/15/21,supply chains,0.0103
5/16/21,supply chains,0.0203
5/17/21,supply chains,0.006
5/18/21,supply chains,0.0025
5/19/21,supply chains,0.0037
5/20/21,supply chains,0.002
5/21/21,supply chains,0.0026
5/22/21,supply chains,0.0041
5/23/21,supply chains,0.0116
5/24/21,supply chains,0.0032
5/25/21,supply chains,0.0054
5/26/21,supply chains,0.0078
5/27/21,supply chains,0.0082
5/28/21,supply chains,0.0045
5/29/21,supply chains,0.003
5/30/21,supply chains,0.0061
5/31/21,supply chains,0.0102
6/1/21,supply chains,0.0077
6/2/21,supply chains,0.0062
6/3/21,supply chains,0.0073
6/4/21,supply chains,0.01
6/5/21,supply chains,0.0077
6/6/21,supply chains,0.0051
6/7/21,supply chains,0.009
6/8/21,supply chains,0.0139
6/9/21,supply chains,0.0122
6/10/21,supply chains,0.0115
6/11/21,supply chains,0.0078
6/12/21,supply chains,0.0345
6/13/21,supply chains,0.0476
6/14/21,supply chains,0.0138
6/15/21,supply chains,0.0103
6/16/21,supply chains,0.0092
6/17/21,supply chains,0.0098
6/18/21,supply chains,0.0055
6/19/21,supply chains,0.0044
6/20/21,supply chains,0.0057
6/21/21,supply chains,0.0037
6/22/21,supply chains,0.0044
6/23/21,supply chains,0.0066
6/24/21,supply chains,0.0044
6/25/21,supply chains,0.0066
6/26/21,supply chains,0.0048
6/27/21,supply chains,0.0061
6/28/21,supply chains,0.0059
6/29/21,supply chains,0.005
6/30/21,supply chains,0.0069
7/1/21,supply chains,0.0059
7/2/21,supply chains,0.0075
7/3/21,supply chains,0.0086
7/4/21,supply chains,0.0092
7/5/21,supply chains,0.0059
7/6/21,supply chains,0.0063
7/7/21,supply chains,0.0057
7/8/21,supply chains,0.0037
7/9/21,supply chains,0.0028
7/10/21,supply chains,0.0009
7/11/21,supply chains,0.0019
7/12/21,supply chains,0.0046
7/13/21,supply chains,0.005
7/14/21,supply chains,0.0039
7/15/21,supply chains,0.0044
7/16/21,supply chains,0.0055
7/17/21,supply chains,0.0056
7/18/21,supply chains,0.0077
7/19/21,supply chains,0.0038
7/20/21,supply chains,0.008
7/21/21,supply chains,0.0079
7/22/21,supply chains,0.0082
7/23/21,supply chains,0.0102
7/24/21,supply chains,0.004
7/25/21,supply chains,0.0019
7/26/21,supply chains,0.0065
7/27/21,supply chains,0.0071
7/28/21,supply chains,0.0059
7/29/21,supply chains,0.0038
7/30/21,supply chains,0.0047
7/31/21,supply chains,0.0017
8/1/21,supply chains,0.004
8/2/21,supply chains,0.0018
8/3/21,supply chains,0.0032
8/4/21,supply chains,0.0037
8/5/21,supply chains,0.0093
8/6/21,supply chains,0.0018
8/7/21,supply chains,0.0021
8/8/21,supply chains,0.0042
8/9/21,supply chains,0.0043
8/10/21,supply chains,0.0023
8/11/21,supply chains,0.0036
8/12/21,supply chains,0.0041
8/13/21,supply chains,0.003
8/14/21,supply chains,0.0046
8/15/21,supply chains,0.0028
8/16/21,supply chains,0.0019
8/17/21,supply chains,0.0061
8/18/21,supply chains,0.0043
8/19/21,supply chains,0.0021
8/20/21,supply chains,0.003
8/21/21,supply chains,0.0023
8/22/21,supply chains,0.0049
8/23/21,supply chains,0.0039
8/24/21,supply chains,0.0055
8/25/21,supply chains,0.007
8/26/21,supply chains,0.0055
8/27/21,supply chains,0.0053
8/28/21,supply chains,0.0027
8/29/21,supply chains,0.0063
8/30/21,supply chains,0.0033
8/31/21,supply chains,0.0033
9/1/21,supply chains,0.005
9/2/21,supply chains,0.0075
9/3/21,supply chains,0.002
9/4/21,supply chains,0.0059
9/5/21,supply chains,0.0176
9/6/21,supply chains,0.0045
9/7/21,supply chains,0.007
9/8/21,supply chains,0.0016
9/9/21,supply chains,0.0019
9/10/21,supply chains,0.0053
9/11/21,supply chains,0.0022
9/12/21,supply chains,0.0034
9/13/21,supply chains,0.0071
9/14/21,supply chains,0.0026
9/15/21,supply chains,0.0042
9/16/21,supply chains,0.0026
9/17/21,supply chains,0.0042
9/18/21,supply chains,0.0047
9/19/21,supply chains,0.0058
9/20/21,supply chains,0.0054
9/21/21,supply chains,0.0036
9/22/21,supply chains,0.0052
9/23/21,supply chains,0.0052
9/24/21,supply chains,0.0056
9/25/21,supply chains,0.0086
9/26/21,supply chains,0.0074
9/27/21,supply chains,0.0068
9/28/21,supply chains,0.0032
9/29/21,supply chains,0.0069
9/30/21,supply chains,0.0075
10/1/21,supply chains,0.0062
10/2/21,supply chains,0.008
10/3/21,supply chains,0.0127
10/4/21,supply chains,0.0048
10/5/21,supply chains,0.0058
10/6/21,supply chains,0.0097
10/7/21,supply chains,0.0131
10/8/21,supply chains,0.0147
10/9/21,supply chains,0.0072
10/10/21,supply chains,0.0116
10/11/21,supply chains,0.0071
10/12/21,supply chains,0.0064
10/13/21,supply chains,0.0104
10/14/21,supply chains,0.026
10/15/21,supply chains,0.0084
10/16/21,supply chains,0.007
10/17/21,supply chains,0.0099
10/18/21,supply chains,0.0102
10/19/21,supply chains,0.0174
10/20/21,supply chains,0.0117
10/21/21,supply chains,0.0114
10/22/21,supply chains,0.0087
10/23/21,supply chains,0.0116
10/24/21,supply chains,0.0061
10/25/21,supply chains,0.0268
10/26/21,supply chains,0.0109
10/27/21,supply chains,0.0102
10/28/21,supply chains,0.0084
10/29/21,supply chains,0.0109
10/30/21,supply chains,0.014
10/31/21,supply chains,0.0365
11/1/21,supply chains,0.0116
11/2/21,supply chains,0.0089
11/3/21,supply chains,0.0091
11/4/21,supply chains,0.0107
11/5/21,supply chains,0.0129
11/6/21,supply chains,0.0104
11/7/21,supply chains,0.0148
11/8/21,supply chains,0.0186
11/9/21,supply chains,0.0102
11/10/21,supply chains,0.0143
11/11/21,supply chains,0.0084
11/12/21,supply chains,0.0134
11/13/21,supply chains,0.0155
11/14/21,supply chains,0.0206
11/15/21,supply chains,0.0081
11/16/21,supply chains,0.0155
11/17/21,supply chains,0.0108
11/18/21,supply chains,0.0094
11/19/21,supply chains,0.0099
11/20/21,supply chains,0.0069
11/21/21,supply chains,0.0072
11/22/21,supply chains,0.0157
11/23/21,supply chains,0.0099
11/24/21,supply chains,0.0129
11/25/21,supply chains,0.0098
11/26/21,supply chains,0.0134
11/27/21,supply chains,0.0074
11/28/21,supply chains,0.0105
11/29/21,supply chains,0.0075
11/30/21,supply chains,0.0114
12/1/21,supply chains,0.0115
12/2/21,supply chains,0.0156
12/3/21,supply chains,0.0312
12/4/21,supply chains,0.0182
12/5/21,supply chains,0.0148
12/6/21,supply chains,0.0133
12/7/21,supply chains,0.0163
12/8/21,supply chains,0.0239
12/9/21,supply chains,0.016
12/10/21,supply chains,0.0124
12/11/21,supply chains,0.018
12/12/21,supply chains,0.0319
12/13/21,supply chains,0.0142
12/14/21,supply chains,0.0365
12/15/21,supply chains,0.0099
12/16/21,supply chains,0.0117
12/17/21,supply chains,0.0163
12/18/21,supply chains,0.0133
12/19/21,supply chains,0.0117
12/20/21,supply chains,0.0102
12/21/21,supply chains,0.0139
12/22/21,supply chains,0.0271
12/23/21,supply chains,0.0417
12/24/21,supply chains,0.0281
12/25/21,supply chains,0.0198
12/26/21,supply chains,0.0213
12/27/21,supply chains,0.04
12/28/21,supply chains,0.0206
12/29/21,supply chains,0.0149
12/30/21,supply chains,0.0247
12/31/21,supply chains,0.0368
1/1/22,supply chains,0.0462
1/2/22,supply chains,0.0298
1/3/22,supply chains,0.0298
1/4/22,supply chains,0.0381
1/5/22,supply chains,0.0144
1/6/22,supply chains,0.0132
1/7/22,supply chains,0.0179
1/8/22,supply chains,0.011
1/9/22,supply chains,0.0147
1/10/22,supply chains,0.0215
1/11/22,supply chains,0.0127
1/12/22,supply chains,0.0358
1/13/22,supply chains,0.016
1/14/22,supply chains,0.0786
1/15/22,supply chains,0.0808
1/16/22,supply chains,0.2557
1/17/22,supply chains,0.0452
1/18/22,supply chains,0.0202
1/19/22,supply chains,0.041
1/20/22,supply chains,0.1161
1/21/22,supply chains,0.044
1/22/22,supply chains,0.0453
1/23/22,supply chains,0.05
1/24/22,supply chains,0.1212
1/25/22,supply chains,0.1518
1/26/22,supply chains,0.1191
1/27/22,supply chains,0.0853
1/28/22,supply chains,0.139
1/29/22,supply chains,0.0801
1/30/22,supply chains,0.0411
1/31/22,supply chains,0.0447
2/1/22,supply chains,0.0345
2/2/22,supply chains,0.0365
2/3/22,supply chains,0.0595
2/4/22,supply chains,0.0532
2/5/22,supply chains,0.0329
2/6/22,supply chains,0.0661
2/7/22,supply chains,0.056
2/8/22,supply chains,0.0411
2/9/22,supply chains,0.041
2/10/22,supply chains,0.0814
2/11/22,supply chains,0.0736
2/12/22,supply chains,0.0588
2/13/22,supply chains,0.0657
2/14/22,supply chains,0.0952
2/15/22,supply chains,0.102
2/16/22,supply chains,0.1048
2/17/22,supply chains,0.1204
2/18/22,supply chains,0.1283
2/19/22,supply chains,0.1568
2/20/22,supply chains,0.0521
2/21/22,supply chains,0.0793
2/22/22,supply chains,0.1384
2/23/22,supply chains,0.2982
2/24/22,supply chains,0.2823
2/25/22,supply chains,0.3114
2/26/22,supply chains,0.2175
2/27/22,supply chains,0.1878
2/28/22,supply chains,0.2977
3/1/22,supply chains,0.5325
3/2/22,supply chains,1.0287
3/3/22,supply chains,0.5477
3/4/22,supply chains,0.4087
3/5/22,supply chains,0.3775
3/6/22,supply chains,0.3952
3/7/22,supply chains,0.4151
3/8/22,supply chains,0.7679
3/9/22,supply chains,0.6435
3/10/22,supply chains,0.5093
3/11/22,supply chains,0.5992
3/12/22,supply chains,0.359
3/13/22,supply chains,0.3283
3/14/22,supply chains,0.5936
3/15/22,supply chains,0.5505
3/16/22,supply chains,0.6012
3/17/22,supply chains,0.53
3/18/22,supply chains,0.4862
3/19/22,supply chains,0.4826
3/20/22,supply chains,0.4079
3/21/22,supply chains,0.4587
3/22/22,supply chains,0.4417
3/23/22,supply chains,0.3692
3/24/22,supply chains,0.4263
3/25/22,supply chains,0.444
3/26/22,supply chains,0.28
3/27/22,supply chains,0.2993
3/28/22,supply chains,0.4458
3/29/22,supply chains,0.3833
3/30/22,supply chains,0.4197
3/31/22,supply chains,0.3883
4/1/22,supply chains,0.511
4/2/22,supply chains,0.3639
4/3/22,supply chains,0.3261
4/4/22,supply chains,0.3636
4/5/22,supply chains,0.3344
4/6/22,supply chains,0.3713
4/7/22,supply chains,0.2699
4/8/22,supply chains,0.2888
4/9/22,supply chains,0.241
4/10/22,supply chains,0.2201
4/11/22,supply chains,0.25
4/12/22,supply chains,0.4925
4/13/22,supply chains,0.59
4/14/22,supply chains,0.4684
4/15/22,supply chains,0.3695
4/16/22,supply chains,0.2854
4/17/22,supply chains,0.3176
4/18/22,supply chains,0.3699
4/19/22,supply chains,0.467
4/20/22,supply chains,0.3793
4/21/22,supply chains,0.4615
4/22/22,supply chains,0.4179
4/23/22,supply chains,0.2651
4/24/22,supply chains,0.2168
4/25/22,supply chains,0.2897
4/26/22,supply chains,0.3372
4/27/22,supply chains,0.41
4/28/22,supply chains,0.5606
4/29/22,supply chains,0.627
4/30/22,supply chains,0.3452
5/1/22,supply chains,0.3507
5/2/22,supply chains,0.5894
5/3/22,supply chains,0.4395
5/4/22,supply chains,0.5299
5/5/22,supply chains,0.4928
5/6/22,supply chains,0.3359
5/7/22,supply chains,0.2941
5/8/22,supply chains,0.298
5/9/22,supply chains,0.4475
5/10/22,supply chains,0.4987
5/11/22,supply chains,0.5919
5/12/22,supply chains,0.4605
5/13/22,supply chains,0.4182
5/14/22,supply chains,0.2514
5/15/22,supply chains,0.244
5/16/22,supply chains,0.3988
5/17/22,supply chains,0.3553
5/18/22,supply chains,0.4529
5/19/22,supply chains,0.5659
5/20/22,supply chains,0.4577
5/21/22,supply chains,0.3305
5/22/22,supply chains,0.5392
5/23/22,supply chains,0.8585
5/24/22,supply chains,0.5577
5/25/22,supply chains,0.4066
5/26/22,supply chains,0.4276
5/27/22,supply chains,0.414
5/28/22,supply chains,0.2305
5/29/22,supply chains,0.271
5/30/22,supply chains,0.2546
5/31/22,supply chains,0.363
6/1/22,supply chains,0.3512
6/2/22,supply chains,0.2677
6/3/22,supply chains,0.3532
6/4/22,supply chains,0.1959
6/5/22,supply chains,0.2146
6/6/22,supply chains,0.2457
6/7/22,supply chains,0.3544
6/8/22,supply chains,0.3719
6/9/22,supply chains,0.4205
6/10/22,supply chains,0.4216
6/11/22,supply chains,0.2299
6/12/22,supply chains,0.2903
6/13/22,supply chains,0.3559
6/14/22,supply chains,0.2997
6/15/22,supply chains,0.4904
6/16/22,supply chains,0.3778
6/17/22,supply chains,0.2614
6/18/22,supply chains,0.1689
6/19/22,supply chains,0.2633
6/20/22,supply chains,0.2451
6/21/22,supply chains,0.2897
6/22/22,supply chains,0.338
6/23/22,supply chains,0.2794
6/24/22,supply chains,0.2578
6/25/22,supply chains,0.1624
6/26/22,supply chains,0.3638
6/27/22,supply chains,0.4058
6/28/22,supply chains,0.303
6/29/22,supply chains,0.3432
6/30/22,supply chains,0.2997
7/1/22,supply chains,0.3044
7/2/22,supply chains,0.175
7/3/22,supply chains,0.2393
7/4/22,supply chains,0.3207
7/5/22,supply chains,0.3075
7/6/22,supply chains,0.33
7/7/22,supply chains,0.3522
7/8/22,supply chains,0.2143
7/9/22,supply chains,0.1545
7/10/22,supply chains,0.2434
7/11/22,supply chains,0.1929
7/12/22,supply chains,0.2426
7/13/22,supply chains,0.3229
7/14/22,supply chains,0.2388
7/15/22,supply chains,0.2621
7/16/22,supply chains,0.2635
7/17/22,supply chains,0.2476
7/18/22,supply chains,0.2124
7/19/22,supply chains,0.2373
7/20/22,supply chains,0.2509
7/21/22,supply chains,0.2771
7/22/22,supply chains,0.2372
7/23/22,supply chains,0.2534
7/24/22,supply chains,0.1769
7/25/22,supply chains,0.221
7/26/22,supply chains,0.2141
7/27/22,supply chains,0.3156
7/28/22,supply chains,0.311
7/29/22,supply chains,0.3364
7/30/22,supply chains,0.2521
7/31/22,supply chains,0.1714
8/1/22,supply chains,0.3187
8/2/22,supply chains,0.284
8/3/22,supply chains,0.3109
8/4/22,supply chains,0.3075
8/5/22,supply chains,0.2826
8/6/22,supply chains,0.1327
8/7/22,supply chains,0.1632
8/8/22,supply chains,0.2346
8/9/22,supply chains,0.2455
8/10/22,supply chains,0.2427
8/11/22,supply chains,0.1907
8/12/22,supply chains,0.1553
8/13/22,supply chains,0.0971
8/14/22,supply chains,0.1016
8/15/22,supply chains,0.1719
8/16/22,supply chains,0.1326
8/17/22,supply chains,0.148
8/18/22,supply chains,0.1461
8/19/22,supply chains,0.1703
8/20/22,supply chains,0.1627
8/21/22,supply chains,0.0997
8/22/22,supply chains,0.1212
8/23/22,supply chains,0.1663
8/24/22,supply chains,0.1674
8/25/22,supply chains,0.2063
8/26/22,supply chains,0.219
8/27/22,supply chains,0.1444
8/28/22,supply chains,0.1789
8/29/22,supply chains,0.1479
8/30/22,supply chains,0.1876
8/31/22,supply chains,0.2001
9/1/22,supply chains,0.146
9/2/22,supply chains,0.1286
9/3/22,supply chains,0.0778
9/4/22,supply chains,0.0657
9/5/22,supply chains,0.1173
9/6/22,supply chains,0.1298
9/7/22,supply chains,0.1781
9/8/22,supply chains,0.1399
9/9/22,supply chains,0.1327
9/10/22,supply chains,0.0808
9/11/22,supply chains,0.096
9/12/22,supply chains,0.1534
9/13/22,supply chains,0.2162
9/14/22,supply chains,0.2314
9/15/22,supply chains,0.1942
9/16/22,supply chains,0.2731
9/17/22,supply chains,0.1592
9/18/22,supply chains,0.1281
9/19/22,supply chains,0.1496
9/20/22,supply chains,0.176
9/21/22,supply chains,0.2297
9/22/22,supply chains,0.165
9/23/22,supply chains,0.1656
9/24/22,supply chains,0.1598
9/25/22,supply chains,0.0835
9/26/22,supply chains,0.1352
9/27/22,supply chains,0.1265
9/28/22,supply chains,0.157
9/29/22,supply chains,0.2475
9/30/22,supply chains,0.1587
10/1/22,supply chains,0.1612
10/2/22,supply chains,0.1473
10/3/22,supply chains,0.1142
10/4/22,supply chains,0.1115
10/5/22,supply chains,0.1735
10/6/22,supply chains,0.1928
10/7/22,supply chains,0.1656
10/8/22,supply chains,0.1637
10/9/22,supply chains,0.0979
10/10/22,supply chains,0.1235
10/11/22,supply chains,0.1938
10/12/22,supply chains,0.1733
10/13/22,supply chains,0.1935
10/14/22,supply chains,0.1986
10/15/22,supply chains,0.1311
10/16/22,supply chains,0.2008
10/17/22,supply chains,0.1746
10/18/22,supply chains,0.1672
10/19/22,supply chains,0.1246
10/20/22,supply chains,0.1528
10/21/22,supply chains,0.1504
10/22/22,supply chains,0.103
10/23/22,supply chains,0.087
10/24/22,supply chains,0.1198
10/25/22,supply chains,0.1904
10/26/22,supply chains,0.1672
10/27/22,supply chains,0.2306
10/28/22,supply chains,0.2182
10/29/22,supply chains,0.1532
10/30/22,supply chains,0.1272
10/31/22,supply chains,0.1262
11/1/22,supply chains,0.1454
11/2/22,supply chains,0.209
11/3/22,supply chains,0.2772
11/4/22,supply chains,0.2267
11/5/22,supply chains,0.1214
11/6/22,supply chains,0.1661
11/7/22,supply chains,0.1525
11/8/22,supply chains,0.1989
11/9/22,supply chains,0.1545
11/10/22,supply chains,0.2368
11/11/22,supply chains,0.1665
11/12/20,Grain/wheat,0.0307
11/13/20,Grain/wheat,0.0528
11/14/20,Grain/wheat,0.0865
11/15/20,Grain/wheat,0.0267
11/16/20,Grain/wheat,0.0411
11/17/20,Grain/wheat,0.0351
11/18/20,Grain/wheat,0.0353
